source	target	edge_type	source_node_type	target_node_type
pubchem.compound:5593	GO:0051276	induces	Compound	Biological Process
pubchem.compound:4474	GO:0007165	induces	Compound	Biological Process
pubchem.compound:4485	GO:0007010	induces	Compound	Biological Process
pubchem.compound:16362	GO:0055085	induces	Compound	Biological Process
pubchem.compound:3117	GO:0007267	induces	Compound	Biological Process
pubchem.compound:3151	GO:0061024	induces	Compound	Biological Process
pubchem.compound:31307	GO:0043085	induces	Compound	Biological Process
pubchem.compound:5311067	GO:0042592	induces	Compound	Biological Process
pubchem.compound:23725625	GO:0008283	induces	Compound	Biological Process
pubchem.compound:8378	GO:0055085	induces	Compound	Biological Process
pubchem.compound:702	GO:0007165	induces	Compound	Biological Process
pubchem.compound:55245	GO:0007165	induces	Compound	Biological Process
pubchem.compound:2771	GO:0032880	induces	Compound	Biological Process
pubchem.compound:16362	GO:0006397	induces	Compound	Biological Process
pubchem.compound:4171	GO:0007049	induces	Compound	Biological Process
pubchem.compound:444795	GO:0007010	induces	Compound	Biological Process
pubchem.compound:1548943	GO:0032880	induces	Compound	Biological Process
pubchem.compound:448537	GO:0007267	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0007165	induces	Compound	Biological Process
pubchem.compound:3117	GO:0040011	induces	Compound	Biological Process
pubchem.compound:37542	GO:0006629	induces	Compound	Biological Process
pubchem.compound:4748	GO:0055085	induces	Compound	Biological Process
pubchem.compound:5282379	GO:0005975	induces	Compound	Biological Process
pubchem.compound:2554	GO:0043065	induces	Compound	Biological Process
pubchem.compound:5833	GO:0050877	induces	Compound	Biological Process
pubchem.compound:5330286	GO:0016192	induces	Compound	Biological Process
pubchem.compound:702	GO:0048646	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0042592	induces	Compound	Biological Process
pubchem.compound:57363	GO:0008283	induces	Compound	Biological Process
pubchem.compound:60854	GO:0042592	induces	Compound	Biological Process
pubchem.compound:2812	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2082	GO:0048856	induces	Compound	Biological Process
pubchem.compound:4828	GO:0007049	induces	Compound	Biological Process
pubchem.compound:2812	GO:0051276	induces	Compound	Biological Process
pubchem.compound:5330286	GO:0002376	induces	Compound	Biological Process
pubchem.compound:57363	GO:0006913	induces	Compound	Biological Process
pubchem.compound:5564	GO:0009790	induces	Compound	Biological Process
pubchem.compound:3038	GO:0016192	induces	Compound	Biological Process
pubchem.compound:10631	GO:0042592	induces	Compound	Biological Process
pubchem.compound:9444	GO:0007049	induces	Compound	Biological Process
pubchem.compound:3478	GO:0044281	induces	Compound	Biological Process
pubchem.compound:4211	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0007267	induces	Compound	Biological Process
pubchem.compound:445354	GO:0007017	induces	Compound	Biological Process
pubchem.compound:5405	GO:0021700	induces	Compound	Biological Process
pubchem.compound:5503	GO:0002376	induces	Compound	Biological Process
pubchem.compound:5546	GO:0007267	induces	Compound	Biological Process
pubchem.compound:441314	GO:0007010	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0008219	induces	Compound	Biological Process
pubchem.compound:4912	GO:0007010	induces	Compound	Biological Process
pubchem.compound:5917	GO:0048856	induces	Compound	Biological Process
pubchem.compound:2083	GO:0032880	induces	Compound	Biological Process
pubchem.compound:5743	GO:0040011	induces	Compound	Biological Process
pubchem.compound:5639	GO:0030154	induces	Compound	Biological Process
pubchem.compound:5743	GO:0032880	induces	Compound	Biological Process
pubchem.compound:5330286	GO:0006914	induces	Compound	Biological Process
pubchem.compound:54687	GO:0007010	induces	Compound	Biological Process
pubchem.compound:54687	GO:0050877	induces	Compound	Biological Process
pubchem.compound:5311181	GO:0006520	induces	Compound	Biological Process
pubchem.compound:26987	GO:0048856	induces	Compound	Biological Process
pubchem.compound:31703	GO:0007267	induces	Compound	Biological Process
pubchem.compound:4477	GO:0070989	induces	Compound	Biological Process
pubchem.compound:4197	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5311412	GO:0030154	induces	Compound	Biological Process
pubchem.compound:2082	GO:0050877	induces	Compound	Biological Process
pubchem.compound:5639	GO:0007010	induces	Compound	Biological Process
pubchem.compound:3343	GO:0006805	induces	Compound	Biological Process
pubchem.compound:3547	GO:0007017	induces	Compound	Biological Process
pubchem.compound:3715	GO:0007165	induces	Compound	Biological Process
pubchem.compound:10635	GO:0000902	induces	Compound	Biological Process
pubchem.compound:3658	GO:0007017	induces	Compound	Biological Process
pubchem.compound:448537	GO:0050877	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0043085	induces	Compound	Biological Process
pubchem.compound:55245	GO:0002376	induces	Compound	Biological Process
pubchem.compound:5917	GO:0030154	induces	Compound	Biological Process
pubchem.compound:3476	GO:0008283	induces	Compound	Biological Process
pubchem.compound:10631	GO:0007155	induces	Compound	Biological Process
pubchem.compound:6167	GO:0007017	induces	Compound	Biological Process
pubchem.compound:2315	GO:0032880	induces	Compound	Biological Process
pubchem.compound:2145	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4477	GO:0009820	induces	Compound	Biological Process
pubchem.compound:4497	GO:0008283	induces	Compound	Biological Process
pubchem.compound:6215	GO:0040011	induces	Compound	Biological Process
pubchem.compound:2812	GO:0006629	induces	Compound	Biological Process
pubchem.compound:564	GO:0050790	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0002376	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0002376	induces	Compound	Biological Process
pubchem.compound:4497	GO:0044281	induces	Compound	Biological Process
pubchem.compound:4030	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2554	GO:0061024	induces	Compound	Biological Process
pubchem.compound:23725625	GO:0042592	induces	Compound	Biological Process
pubchem.compound:2797	GO:0016192	induces	Compound	Biological Process
pubchem.compound:445354	GO:0009820	induces	Compound	Biological Process
pubchem.compound:10635	GO:0048856	induces	Compound	Biological Process
pubchem.compound:6918638	GO:0007165	induces	Compound	Biological Process
pubchem.compound:3168	GO:0006629	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0008219	induces	Compound	Biological Process
pubchem.compound:11707110	GO:0042592	induces	Compound	Biological Process
pubchem.compound:12035	GO:0051276	induces	Compound	Biological Process
pubchem.compound:6918638	GO:0042592	induces	Compound	Biological Process
pubchem.compound:11707110	GO:0043065	induces	Compound	Biological Process
pubchem.compound:3671	GO:0007155	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0050877	induces	Compound	Biological Process
pubchem.compound:9444	GO:0006629	induces	Compound	Biological Process
pubchem.compound:5311304	GO:0040011	induces	Compound	Biological Process
pubchem.compound:5311067	GO:0006629	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0007049	induces	Compound	Biological Process
pubchem.compound:10635	GO:0040011	induces	Compound	Biological Process
pubchem.compound:55245	GO:0042592	induces	Compound	Biological Process
pubchem.compound:5833	GO:0002376	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0009790	induces	Compound	Biological Process
pubchem.compound:444795	GO:0006629	induces	Compound	Biological Process
pubchem.compound:4497	GO:0030154	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0002376	induces	Compound	Biological Process
pubchem.compound:6918638	GO:0050877	induces	Compound	Biological Process
pubchem.compound:4477	GO:0006629	induces	Compound	Biological Process
pubchem.compound:60149	GO:0050821	induces	Compound	Biological Process
pubchem.compound:2812	GO:0008283	induces	Compound	Biological Process
pubchem.compound:5311181	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0040011	induces	Compound	Biological Process
pubchem.compound:5833	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5280360	GO:0050790	induces	Compound	Biological Process
pubchem.compound:1548943	GO:0008283	induces	Compound	Biological Process
pubchem.compound:4477	GO:0048646	induces	Compound	Biological Process
pubchem.compound:4011	GO:0042592	induces	Compound	Biological Process
pubchem.compound:3547	GO:0050821	induces	Compound	Biological Process
pubchem.compound:456201	GO:0008219	induces	Compound	Biological Process
pubchem.compound:445354	GO:0009790	induces	Compound	Biological Process
pubchem.compound:107807	GO:0030154	induces	Compound	Biological Process
pubchem.compound:3658	GO:0010951	induces	Compound	Biological Process
pubchem.compound:10607	GO:0007005	induces	Compound	Biological Process
pubchem.compound:4911	GO:0030154	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0006914	induces	Compound	Biological Process
pubchem.compound:3038	GO:0043085	induces	Compound	Biological Process
pubchem.compound:5983	GO:0043085	induces	Compound	Biological Process
pubchem.compound:2265	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0006805	induces	Compound	Biological Process
pubchem.compound:4485	GO:0048646	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0016192	induces	Compound	Biological Process
pubchem.compound:444795	GO:0050821	induces	Compound	Biological Process
pubchem.compound:6167	GO:0016192	induces	Compound	Biological Process
pubchem.compound:4748	GO:0048856	induces	Compound	Biological Process
pubchem.compound:3117	GO:0030705	induces	Compound	Biological Process
pubchem.compound:5639	GO:0032880	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0006913	induces	Compound	Biological Process
pubchem.compound:5284616	GO:0006629	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0048646	induces	Compound	Biological Process
pubchem.compound:4993	GO:0007010	induces	Compound	Biological Process
pubchem.compound:3715	GO:0048646	induces	Compound	Biological Process
pubchem.compound:2478	GO:0050877	induces	Compound	Biological Process
pubchem.compound:6918638	GO:0008283	induces	Compound	Biological Process
pubchem.compound:34359	GO:0006259	induces	Compound	Biological Process
pubchem.compound:1548943	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5717	GO:0043085	induces	Compound	Biological Process
pubchem.compound:448537	GO:0030154	induces	Compound	Biological Process
pubchem.compound:6167	GO:0007165	induces	Compound	Biological Process
pubchem.compound:10635	GO:0006629	induces	Compound	Biological Process
pubchem.compound:10635	GO:0055085	induces	Compound	Biological Process
pubchem.compound:4583	GO:0007165	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0007034	induces	Compound	Biological Process
pubchem.compound:5564	GO:0050790	induces	Compound	Biological Process
pubchem.compound:5564	GO:0007165	induces	Compound	Biological Process
pubchem.compound:8226	GO:0032880	induces	Compound	Biological Process
pubchem.compound:10635	GO:0051276	induces	Compound	Biological Process
pubchem.compound:5564	GO:0032880	induces	Compound	Biological Process
pubchem.compound:2375	GO:0016192	induces	Compound	Biological Process
pubchem.compound:445354	GO:0007165	induces	Compound	Biological Process
pubchem.compound:6230	GO:0048856	induces	Compound	Biological Process
pubchem.compound:3365	GO:0048856	induces	Compound	Biological Process
pubchem.compound:107807	GO:0022618	induces	Compound	Biological Process
pubchem.compound:34359	GO:0050790	induces	Compound	Biological Process
pubchem.compound:4748	GO:0070989	induces	Compound	Biological Process
pubchem.compound:5546	GO:0055085	induces	Compound	Biological Process
pubchem.compound:4171	GO:0002376	induces	Compound	Biological Process
pubchem.compound:9444	GO:0048856	induces	Compound	Biological Process
pubchem.compound:5743	GO:0016192	induces	Compound	Biological Process
pubchem.compound:1548943	GO:0006805	induces	Compound	Biological Process
pubchem.compound:60149	GO:0007267	induces	Compound	Biological Process
pubchem.compound:16362	GO:0007155	induces	Compound	Biological Process
pubchem.compound:3658	GO:0070989	induces	Compound	Biological Process
pubchem.compound:3478	GO:0006805	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0061024	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0006913	induces	Compound	Biological Process
pubchem.compound:2478	GO:0032880	induces	Compound	Biological Process
pubchem.compound:5311067	GO:0048856	induces	Compound	Biological Process
pubchem.compound:444795	GO:0007267	induces	Compound	Biological Process
pubchem.compound:5330286	GO:0007165	induces	Compound	Biological Process
pubchem.compound:3658	GO:0030154	induces	Compound	Biological Process
pubchem.compound:34359	GO:0043085	induces	Compound	Biological Process
pubchem.compound:2145	GO:0007267	induces	Compound	Biological Process
pubchem.compound:60854	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5564	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2756	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4158	GO:0048856	induces	Compound	Biological Process
pubchem.compound:10631	GO:0002376	induces	Compound	Biological Process
pubchem.compound:60149	GO:0006913	induces	Compound	Biological Process
pubchem.compound:60854	GO:0061024	induces	Compound	Biological Process
pubchem.compound:5405	GO:0006913	induces	Compound	Biological Process
pubchem.compound:10635	GO:0007005	induces	Compound	Biological Process
pubchem.compound:667550	GO:0007155	induces	Compound	Biological Process
pubchem.compound:3547	GO:0051301	induces	Compound	Biological Process
pubchem.compound:3117	GO:0009790	induces	Compound	Biological Process
pubchem.compound:4197	GO:0032880	induces	Compound	Biological Process
pubchem.compound:3547	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4748	GO:0008283	induces	Compound	Biological Process
pubchem.compound:23725625	GO:0043085	induces	Compound	Biological Process
pubchem.compound:10631	GO:0051276	induces	Compound	Biological Process
pubchem.compound:54687	GO:0002376	induces	Compound	Biological Process
pubchem.compound:31307	GO:0006913	induces	Compound	Biological Process
pubchem.compound:5320	GO:0007267	induces	Compound	Biological Process
pubchem.compound:5743	GO:0002376	induces	Compound	Biological Process
pubchem.compound:3476	GO:0006259	induces	Compound	Biological Process
pubchem.compound:4748	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5280453	GO:0043085	induces	Compound	Biological Process
pubchem.compound:5284616	GO:0016485	induces	Compound	Biological Process
pubchem.compound:4030	GO:0006913	induces	Compound	Biological Process
pubchem.compound:5344	GO:0016192	induces	Compound	Biological Process
pubchem.compound:448537	GO:0006913	induces	Compound	Biological Process
pubchem.compound:12035	GO:0061024	induces	Compound	Biological Process
pubchem.compound:4477	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0006629	induces	Compound	Biological Process
pubchem.compound:3715	GO:0006629	induces	Compound	Biological Process
pubchem.compound:37542	GO:0061024	induces	Compound	Biological Process
pubchem.compound:107807	GO:0006805	induces	Compound	Biological Process
pubchem.compound:60854	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4030	GO:0048646	induces	Compound	Biological Process
pubchem.compound:3658	GO:0043065	induces	Compound	Biological Process
pubchem.compound:12035	GO:0006629	induces	Compound	Biological Process
pubchem.compound:4485	GO:0042592	induces	Compound	Biological Process
pubchem.compound:2375	GO:0042592	induces	Compound	Biological Process
pubchem.compound:5717	GO:0007017	induces	Compound	Biological Process
pubchem.compound:2812	GO:0043085	induces	Compound	Biological Process
pubchem.compound:107807	GO:0007165	induces	Compound	Biological Process
pubchem.compound:441314	GO:0050877	induces	Compound	Biological Process
pubchem.compound:5311412	GO:0006914	induces	Compound	Biological Process
pubchem.compound:4828	GO:0022607	induces	Compound	Biological Process
pubchem.compound:5531	GO:0030705	induces	Compound	Biological Process
pubchem.compound:5546	GO:0016485	induces	Compound	Biological Process
pubchem.compound:4912	GO:0048856	induces	Compound	Biological Process
pubchem.compound:445354	GO:0007267	induces	Compound	Biological Process
pubchem.compound:5983	GO:0050877	induces	Compound	Biological Process
pubchem.compound:3658	GO:0043085	induces	Compound	Biological Process
pubchem.compound:5405	GO:0043085	induces	Compound	Biological Process
pubchem.compound:2265	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5282379	GO:0048856	induces	Compound	Biological Process
pubchem.compound:10635	GO:0030154	induces	Compound	Biological Process
pubchem.compound:5280360	GO:0007165	induces	Compound	Biological Process
pubchem.compound:445354	GO:0008283	induces	Compound	Biological Process
pubchem.compound:5639	GO:0007005	induces	Compound	Biological Process
pubchem.compound:3343	GO:0050877	induces	Compound	Biological Process
pubchem.compound:4030	GO:0032880	induces	Compound	Biological Process
pubchem.compound:6167	GO:0002376	induces	Compound	Biological Process
pubchem.compound:4828	GO:0040011	induces	Compound	Biological Process
pubchem.compound:5639	GO:0050790	induces	Compound	Biological Process
pubchem.compound:456201	GO:0007010	induces	Compound	Biological Process
pubchem.compound:12035	GO:0050877	induces	Compound	Biological Process
pubchem.compound:10607	GO:0008219	induces	Compound	Biological Process
pubchem.compound:2797	GO:0032880	induces	Compound	Biological Process
pubchem.compound:31703	GO:0051301	induces	Compound	Biological Process
pubchem.compound:55245	GO:0030154	induces	Compound	Biological Process
pubchem.compound:4030	GO:0007267	induces	Compound	Biological Process
pubchem.compound:3033	GO:0055085	induces	Compound	Biological Process
pubchem.compound:5405	GO:0050790	induces	Compound	Biological Process
pubchem.compound:5280453	GO:0007267	induces	Compound	Biological Process
pubchem.compound:444795	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2265	GO:0040011	induces	Compound	Biological Process
pubchem.compound:5311067	GO:0048646	induces	Compound	Biological Process
pubchem.compound:1548887	GO:0030154	induces	Compound	Biological Process
pubchem.compound:5330286	GO:0008283	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5344	GO:0050790	induces	Compound	Biological Process
pubchem.compound:26987	GO:0043085	induces	Compound	Biological Process
pubchem.compound:6215	GO:0010951	induces	Compound	Biological Process
pubchem.compound:12035	GO:0006805	induces	Compound	Biological Process
pubchem.compound:4993	GO:0008283	induces	Compound	Biological Process
pubchem.compound:3547	GO:0048856	induces	Compound	Biological Process
pubchem.compound:2083	GO:0043085	induces	Compound	Biological Process
pubchem.compound:3117	GO:0050877	induces	Compound	Biological Process
pubchem.compound:5405	GO:0030705	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0022607	induces	Compound	Biological Process
pubchem.compound:3647	GO:0008219	induces	Compound	Biological Process
pubchem.compound:2471	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4485	GO:0006805	induces	Compound	Biological Process
pubchem.compound:2083	GO:0042592	induces	Compound	Biological Process
pubchem.compound:444795	GO:0051301	induces	Compound	Biological Process
pubchem.compound:456201	GO:0007267	induces	Compound	Biological Process
pubchem.compound:60854	GO:0005975	induces	Compound	Biological Process
pubchem.compound:37542	GO:0008283	induces	Compound	Biological Process
pubchem.compound:6167	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5531	GO:0055085	induces	Compound	Biological Process
pubchem.compound:5593	GO:0007267	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0021700	induces	Compound	Biological Process
pubchem.compound:5639	GO:0002376	induces	Compound	Biological Process
pubchem.compound:5639	GO:0048646	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0005975	induces	Compound	Biological Process
pubchem.compound:5546	GO:0016192	induces	Compound	Biological Process
pubchem.compound:4114	GO:0007267	induces	Compound	Biological Process
pubchem.compound:2812	GO:0040011	induces	Compound	Biological Process
pubchem.compound:4158	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5917	GO:0007010	induces	Compound	Biological Process
pubchem.compound:6215	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4197	GO:0016192	induces	Compound	Biological Process
pubchem.compound:6918638	GO:0008219	induces	Compound	Biological Process
pubchem.compound:3038	GO:0007165	induces	Compound	Biological Process
pubchem.compound:3671	GO:0050790	induces	Compound	Biological Process
pubchem.compound:4775	GO:0006629	induces	Compound	Biological Process
pubchem.compound:3117	GO:0016192	induces	Compound	Biological Process
pubchem.compound:2554	GO:0042592	induces	Compound	Biological Process
pubchem.compound:3108	GO:0009820	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0030705	induces	Compound	Biological Process
pubchem.compound:5743	GO:0048856	induces	Compound	Biological Process
pubchem.compound:16362	GO:0048856	induces	Compound	Biological Process
pubchem.compound:2082	GO:0008219	induces	Compound	Biological Process
pubchem.compound:444795	GO:0043085	induces	Compound	Biological Process
pubchem.compound:5280360	GO:0030705	induces	Compound	Biological Process
pubchem.compound:5983	GO:0006259	induces	Compound	Biological Process
pubchem.compound:5280360	GO:0050877	induces	Compound	Biological Process
pubchem.compound:55245	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5639	GO:0070989	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0007010	induces	Compound	Biological Process
pubchem.compound:26987	GO:0042592	induces	Compound	Biological Process
